% Accelerometer data recorded with 'snsrlog'
% 
% Sampling frequency: 100 Hz
% 
% Label description:
% 	 0: Default Label
% 	 1: walking
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Number of skipped measurements
% 	 3: Acceleration value in x-direction
% 	 4: Acceleration value in y-direction
% 	 5: Acceleration value in z-direction
% 	 6: Label used for the current sample
% 
% 
1502159866.811	 0	 0.052216	 -0.061768	 -0.989136	 0
1502159866.821	 0	 0.047760	 -0.098511	 -0.981613	 0
1502159866.831	 0	 0.039291	 -0.143860	 -0.968170	 0
1502159866.841	 0	 0.029160	 -0.174988	 -0.950790	 0
1502159866.851	 0	 0.014526	 -0.188522	 -0.940872	 0
1502159866.861	 0	 0.023590	 -0.201218	 -0.934937	 0
1502159866.871	 0	 0.051743	 -0.209671	 -0.929260	 0
1502159866.881	 0	 0.080475	 -0.197723	 -0.920746	 0
1502159866.891	 0	 0.108856	 -0.168915	 -0.936142	 0
1502159866.901	 0	 0.127106	 -0.132126	 -0.979141	 0
1502159866.911	 0	 0.116470	 -0.109619	 -1.018661	 0
1502159866.921	 0	 0.250381	 -0.057617	 -0.985245	 0
1502159866.931	 0	 0.160751	 -0.053268	 -1.058792	 0
1502159866.941	 0	 -0.123535	 -0.144745	 -1.197571	 0
1502159866.951	 0	 -0.025558	 -0.162979	 -1.113388	 0
1502159866.961	 0	 0.046341	 -0.146530	 -1.007248	 0
1502159866.971	 0	 0.011948	 -0.117157	 -0.983231	 0
1502159866.981	 0	 0.018265	 -0.091339	 -0.978500	 0
1502159866.991	 0	 0.036530	 -0.086807	 -0.970871	 0
1502159867.001	 0	 0.043564	 -0.089111	 -0.935364	 0
1502159867.011	 0	 0.033813	 -0.094162	 -0.893311	 0
1502159867.021	 0	 0.002106	 -0.109589	 -0.897934	 0
1502159867.031	 0	 -0.017578	 -0.124298	 -0.906891	 0
1502159867.041	 0	 -0.024323	 -0.123489	 -0.920273	 0
1502159867.051	 0	 -0.021042	 -0.115250	 -0.951416	 0
1502159867.061	 0	 -0.009415	 -0.109161	 -0.989746	 0
1502159867.071	 0	 0.005951	 -0.103348	 -1.035034	 0
1502159867.081	 0	 0.059402	 -0.049164	 -1.158997	 0
1502159867.091	 0	 0.081635	 -0.023743	 -1.149658	 0
1502159867.101	 0	 0.086380	 -0.027786	 -1.044281	 0
1502159867.111	 0	 0.039246	 -0.051712	 -1.038666	 0
1502159867.121	 0	 0.020920	 -0.089371	 -0.948059	 0
1502159867.131	 0	 0.013107	 -0.109375	 -0.908325	 0
1502159867.141	 0	 0.014954	 -0.115326	 -0.890930	 0
1502159867.151	 0	 0.023834	 -0.110565	 -0.877090	 0
1502159867.161	 0	 0.025421	 -0.109039	 -0.896332	 0
1502159867.171	 0	 0.027298	 -0.110687	 -0.929581	 0
1502159867.181	 0	 0.021027	 -0.113022	 -0.967590	 0
1502159867.191	 0	 0.023453	 -0.110184	 -1.009308	 0
1502159867.201	 0	 0.049606	 -0.093246	 -1.055161	 0
1502159867.211	 0	 0.086899	 -0.058289	 -1.086884	 0
1502159867.221	 0	 0.107986	 -0.021317	 -1.102661	 0
1502159867.231	 0	 0.099396	 -0.009125	 -1.088074	 0
1502159867.241	 0	 0.078156	 -0.020706	 -1.062714	 0
1502159867.251	 0	 0.055603	 -0.050644	 -1.034943	 0
1502159867.261	 0	 0.038055	 -0.089935	 -1.007919	 0
1502159867.271	 0	 0.037476	 -0.121582	 -0.983597	 0
1502159867.281	 0	 0.042252	 -0.140945	 -0.963669	 0
1502159867.291	 0	 0.053482	 -0.148376	 -0.945251	 0
1502159867.301	 0	 0.055191	 -0.153870	 -0.934692	 0
1502159867.311	 0	 0.042923	 -0.162643	 -0.933746	 0
1502159867.321	 0	 0.030441	 -0.175720	 -0.942078	 0
1502159867.331	 0	 0.028671	 -0.190231	 -0.966171	 0
1502159867.341	 0	 0.043488	 -0.180389	 -0.999771	 0
1502159867.351	 0	 0.067169	 -0.145508	 -1.015442	 0
1502159867.361	 0	 0.076859	 -0.118210	 -0.984985	 0
1502159867.371	 0	 0.063370	 -0.110703	 -0.940643	 0
1502159867.381	 0	 0.044769	 -0.127014	 -0.909912	 0
1502159867.391	 0	 0.026703	 -0.145065	 -0.896301	 0
1502159867.401	 0	 0.038300	 -0.140854	 -0.890228	 0
1502159867.411	 0	 0.055634	 -0.117233	 -0.885178	 0
1502159867.421	 0	 0.053085	 -0.101028	 -0.899460	 0
1502159867.431	 0	 0.040588	 -0.106216	 -0.933548	 0
1502159867.441	 0	 0.026871	 -0.126114	 -0.971298	 0
1502159867.451	 0	 0.023117	 -0.142853	 -1.012909	 0
1502159867.461	 0	 0.037796	 -0.133621	 -1.042480	 0
1502159867.471	 0	 0.056946	 -0.118683	 -1.059235	 0
1502159867.481	 0	 0.067642	 -0.122864	 -1.076141	 0
1502159867.491	 0	 0.070740	 -0.132309	 -1.088089	 0
1502159867.501	 0	 0.069382	 -0.145187	 -1.075333	 0
1502159867.511	 0	 0.061844	 -0.156128	 -1.042816	 0
1502159867.521	 0	 0.053314	 -0.155502	 -0.999863	 0
1502159867.531	 0	 0.048843	 -0.143616	 -0.961487	 0
1502159867.541	 0	 0.033447	 -0.130753	 -0.939102	 0
1502159867.551	 0	 0.022720	 -0.131195	 -0.945251	 0
1502159867.561	 0	 0.022842	 -0.122833	 -0.966003	 0
1502159867.571	 0	 0.036270	 -0.105484	 -0.981354	 0
1502159867.581	 0	 0.054520	 -0.090210	 -0.987625	 0
1502159867.591	 0	 0.064560	 -0.085281	 -0.985626	 0
1502159867.601	 0	 0.064499	 -0.096298	 -0.987503	 0
1502159867.611	 0	 0.062439	 -0.111252	 -0.991821	 0
1502159867.621	 0	 0.056595	 -0.120560	 -0.995132	 0
1502159867.631	 0	 0.054382	 -0.123779	 -0.999130	 0
1502159867.641	 0	 0.054123	 -0.118851	 -0.998856	 0
1502159867.651	 0	 0.056381	 -0.110336	 -0.992691	 0
1502159867.661	 0	 0.060760	 -0.107834	 -0.984055	 0
1502159867.671	 0	 0.061813	 -0.111801	 -0.976059	 0
1502159867.681	 0	 0.059921	 -0.113693	 -0.970901	 0
1502159867.691	 0	 0.060898	 -0.105530	 -0.961090	 0
1502159867.701	 0	 0.073349	 -0.085571	 -0.947510	 0
1502159867.711	 0	 0.086731	 -0.072388	 -0.942093	 0
1502159867.721	 0	 0.103546	 -0.069519	 -0.960464	 0
1502159867.731	 0	 0.115585	 -0.073730	 -0.975845	 0
1502159867.741	 0	 0.125290	 -0.095215	 -0.980804	 0
1502159867.751	 0	 0.123581	 -0.135101	 -0.994781	 0
1502159867.761	 0	 0.112488	 -0.183090	 -1.024643	 0
1502159867.771	 0	 0.109344	 -0.228851	 -1.056625	 0
1502159867.781	 0	 0.110611	 -0.256622	 -1.084656	 0
1502159867.791	 0	 0.107666	 -0.260117	 -1.103882	 0
1502159867.801	 0	 0.118240	 -0.240387	 -1.123688	 0
1502159867.811	 0	 0.143539	 -0.213852	 -1.146088	 0
1502159867.821	 0	 0.155731	 -0.197021	 -1.155548	 0
