% Gyrometer data recorded with 'snsrlog'
% 
% 
% Label description:
% 	 0: Default Label
% 	 1: walking
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Number of skipped measurements
% 	 3: Gyro X
% 	 4: Gyro Y
% 	 5: Gyro Z
% 	 6: Roll of the device
% 	 7: Pitch of the device
% 	 8: Yaw of the device
% 	 9: Quaternion X
% 	 10: Quaternion Y
% 	 11: Quaternion Z
% 	 12: Quaternion W
% 	 13: Label used for the current sample
% 
% 
1502159866.811	 0	 0.328370	 -0.184739	 -0.377306	 0.065037	 0.169381	 -1.181449	 0.088261	 -0.020182	 -0.552389	 0.828655	 0
1502159866.821	 0	 0.130846	 -0.142558	 -0.356203	 0.064127	 0.170965	 -1.185980	 0.088616	 -0.021201	 -0.554247	 0.827350	 0
1502159866.831	 0	 -0.086216	 -0.069648	 -0.292558	 0.063763	 0.170448	 -1.189091	 0.088269	 -0.021345	 -0.555568	 0.826497	 0
1502159866.841	 0	 -0.273698	 0.041826	 -0.221400	 0.064246	 0.167982	 -1.190695	 0.087371	 -0.020524	 -0.556300	 0.826120	 0
1502159866.851	 0	 -0.381529	 0.205006	 -0.153174	 0.066117	 0.164267	 -1.192179	 0.086348	 -0.018774	 -0.556969	 0.825819	 0
1502159866.861	 0	 -0.399649	 0.333724	 -0.079994	 0.069297	 0.160211	 -1.192839	 0.085560	 -0.016350	 -0.557253	 0.825761	 0
1502159866.871	 0	 -0.353316	 0.386237	 -0.015749	 0.073084	 0.156512	 -1.192886	 0.085094	 -0.013749	 -0.557247	 0.825860	 0
1502159866.881	 0	 -0.261515	 0.343252	 0.014922	 0.076635	 0.153677	 -1.192889	 0.084917	 -0.011486	 -0.557203	 0.825943	 0
1502159866.891	 0	 -0.163806	 0.225783	 0.009556	 0.079184	 0.151815	 -1.192615	 0.084862	 -0.009898	 -0.557052	 0.826071	 0
1502159866.901	 0	 -0.091296	 0.065512	 -0.023597	 0.080257	 0.150730	 -1.192756	 0.084714	 -0.009156	 -0.557105	 0.826059	 0
1502159866.911	 0	 -0.031854	 0.112857	 -0.296158	 0.081315	 0.150142	 -1.194677	 0.084758	 -0.008636	 -0.557876	 0.825540	 0
1502159866.921	 0	 -0.161993	 -0.045745	 -0.298452	 0.082009	 0.148717	 -1.197768	 0.084354	 -0.008079	 -0.559175	 0.824707	 0
1502159866.931	 0	 -0.464256	 -0.457016	 -0.061208	 0.078616	 0.144804	 -1.198586	 0.081795	 -0.008407	 -0.559799	 0.824539	 0
1502159866.941	 0	 -0.725057	 -0.699675	 -0.046844	 0.049451	 0.147067	 -1.195127	 0.074590	 -0.020939	 -0.559436	 0.825245	 0
1502159866.951	 0	 -0.916639	 -0.703241	 -0.107876	 0.049589	 0.153711	 -1.196721	 0.077345	 -0.022812	 -0.559880	 0.824640	 0
1502159866.961	 0	 -1.025207	 -0.543231	 -0.119861	 0.055819	 0.154537	 -1.197847	 0.079416	 -0.020520	 -0.560073	 0.824372	 0
1502159866.971	 0	 -1.051694	 -0.385795	 -0.131341	 0.064242	 0.149052	 -1.200384	 0.079501	 -0.015603	 -0.560969	 0.823863	 0
1502159866.981	 0	 -0.993241	 -0.336357	 -0.163271	 0.071127	 0.138594	 -1.205650	 0.077111	 -0.010015	 -0.563226	 0.822636	 0
1502159866.991	 0	 -0.825137	 -0.258397	 -0.206420	 0.073772	 0.127350	 -1.207686	 0.073241	 -0.005812	 -0.564342	 0.822265	 0
1502159867.001	 0	 -0.534095	 -0.078348	 -0.225701	 0.093220	 0.117486	 -1.216417	 0.074706	 0.004662	 -0.567548	 0.819931	 0
1502159867.011	 0	 -0.212903	 0.006068	 -0.179181	 0.098839	 0.109581	 -1.218715	 0.073083	 0.009142	 -0.568566	 0.819334	 0
1502159867.021	 0	 0.103177	 0.030786	 -0.095019	 0.079875	 0.108445	 -1.220172	 0.067226	 0.001650	 -0.569866	 0.818981	 0
1502159867.031	 0	 0.371411	 0.034888	 -0.005712	 0.071984	 0.112971	 -1.219774	 0.066826	 -0.002866	 -0.569826	 0.819039	 0
1502159867.041	 0	 0.552409	 0.023450	 0.061736	 0.070519	 0.119757	 -1.220716	 0.069176	 -0.005443	 -0.570049	 0.818675	 0
1502159867.051	 0	 0.617225	 0.026052	 0.109178	 0.066647	 0.125417	 -1.219653	 0.070387	 -0.008613	 -0.569570	 0.818878	 0
1502159867.061	 0	 0.557489	 0.012816	 0.140957	 0.063214	 0.129232	 -1.218931	 0.070971	 -0.011086	 -0.569276	 0.819002	 0
1502159867.071	 0	 0.289554	 -0.218137	 0.051481	 0.059704	 0.130662	 -1.218088	 0.070561	 -0.012903	 -0.569011	 0.819196	 0
1502159867.081	 0	 0.038818	 -0.275373	 -0.065315	 0.056032	 0.129999	 -1.218990	 0.069239	 -0.014249	 -0.569529	 0.818926	 0
1502159867.091	 0	 -0.139822	 -0.252178	 -0.208735	 0.052877	 0.128017	 -1.220615	 0.067519	 -0.015028	 -0.570360	 0.818477	 0
1502159867.101	 0	 -0.271640	 -0.291501	 -0.237182	 0.047434	 0.124906	 -1.222793	 0.064678	 -0.016434	 -0.571519	 0.817871	 0
